Found (ofc legally) and compiled into one file with additions by me lol. Shoutouts to Exodus, Jolly Roger, Mentor and everyone else carin bout hackers culture these days
                                -=>Space_weed<=-

[Index to the Anarchist Cookbook IV, ver. 4.14]

COOKBOOK.IV:  Intro by Exodus
powder and pack it in there real good by tapping the bottom of the 
cartridge on a hard surface (I said TAP not SLAM!). Insert a fuse. 
I recommend a good water-proof cannon fuse, or an m-80 type fuse, 
but firecracker fuses work, if you can run like a black man runs 
from the cops after raping a white girl.) Now, light it and run 
like hell! It does wonders for a row of mailboxes (like the ones 
in apartment complexes), a car (place under the gas tank), a 
picture window (place on window sill), a phone booth (place right 
under the phone), or any other devious place. This thing throws 
shrapnel, and can make quit a mess!!  -Jolly Roger-



Thermite II... or A better way to make Thermite        by Jolly Roger

Thermite is nasty shit. Here is a good and easy way to make it. 
The first step is to get some iron-oxide (which is RUST!). Here is 
a good way to make large quantities in a short time:

- Get a DC convertor like the one used on a train set. Cut the 
connector off, seperate the wires, and strip them both.

- Now you need a jar of water with a tablespoon or so of sodium 
chloride (which is SALT!) added to it. This makes the water 
conductive.

- Now insert both wires into the mixture (I am assuming you 
plugged the convertor in...) and let them sit for five minutes. 
One of them will start bubbling more than the other. This is the 
POSITIVE(+) wire. If you do not do this test right, the final 
product will be the opposite (chemically) of rust, which is RUST 
ACID. You have no use for this here (although it IS useful!).

- Anyway, put the nail tied to the positive wire into the jar. Now 
put the negative wire in the other end. Now let it sit overnight 
and in the morning scrape the rust off of the nail & repeat until 
you got a bunch of rust on the bottom of the glass. Be generous 
with your rust collection. If you are going through the trouble of 
making thermite, you might as well make a lot, right?

- Now remove the excess water and pour the crusty solution onto a 
cookie sheet. Dry it in the sun for a few hours, or inside 
overnight. It should be an orange-brown color (although I have 
seen it in many different colors! Sometimes the color gets fucked 
up, what can I say... but it is still iron oxide!)

- Crush the rust into a fine powder and heat it in a cast-iron pot 
until it is red. Now mix the pure iron oxide with pure alluminum 
filinos which can be bought or filed down by hand from an aluminum 
tube or bar. The ratio or iron oxide to aluminum is 8 grams to 3 
grams.

- Congrats! You have just made THERMITE! Now, to light it...

- Thermite requires a LOT of heat (more than a blow torch!) to 
ignite. However, a magnesium ribbon (which is sorta hard to find.. 
call around) will do the trick.  It takes the heat from the 
burning magnesium to light the thermite.

- Now when you see your victim's car, pour a fifty-cent sized pile 
onto his hood, stick the ribbon in it, and light the ribbon with 
the blow torch. Now chuckle as you watch it burn through the hood, 
the block, the axle, and the pavement. BE CAREFUL! The ideal 
mixtures can vaporize CARBON STEEL! Another idea is to use 
thermite to get into pay phone cash boxes. HAVE FUN!! 

See file 219.txt for Thermite IV, the BEST way to make Thermite..

                                                 -= Exodus =-


Touch Explosives                         by the Jolly Roger

This is sort of a mild explosive, but it can be quite dangerous in 
large quantities. To make touch explosive (such as that found in a 
snap-n-pop, but more powerful), use this recipe:

- Mix iodine crystals into ammonia until the iodine crystals will 
not dissolve into the ammonia anymore. Pour off the excess ammonia 
and dry out the crystals on a baking sheet the same way as you 
dried the thermite (in other words, just let it sit overnight!).

- Be careful now because these crystals are now your touch 
explosive. Carefully wrap a bunch in paper (I mean carefully! 
Friction sets 'em off!) and throw them around.. pretty loud, huh?
They are fun to put on someone's chair. Add a small fish sinker to 
them and they can be thrown a long distance (good for crowds, 
football games, concerts, etc.) Have fun!  -Jolly Roger-



Letter Bombs                            by The Jolly Roger

- You will first have to make a mild version of thermite. Use my 
recipe, but substitute iron fillings for rust. 

- Mix the iron with aluminum fillings in a ratio of 75% aluminum 
to 25% iron. This mixture will burn violently in a closed space 
(such as an envelope). This bring us to our next ingredient...

- Go to the post office and buy an insulated (padded) envelope. 
You know, the type that is double layered... Seperate the layers 
and place the mild thermite in the main section, where the letter 
would go. Then place magnesium powder in the outer layer. There is 
your bomb!!

- Now to light it... this is the tricky part and hard to explain. 
Just keep experimenting until you get something that works. The 
fuse is just that touch explosive I have told you about in another 
one of my anarchy files. You might want to wrap it like a long 
cigarette and then place it at the top of the envelope in the 
outer layer (on top of the powdered magnesium). When the touch 
explosive is torn or even squeezed hard it will ignite the 
powdered magnesium (sort of a flash light) and then it will burn 
the mild thermite. If the thermite didn't blow up, it would at 
least burn the fuck out of your enemy (it does wonders on human 
flesh!). 

NOW that is REVENGE!                 -Jolly Roger-



Paint Bombs                          by The Jolly Roger

To make a pain bomb you simply need a metal pain can with a 
refastenable lid, a nice bright color paint (green, pink, purple, 
or some gross color is perfect!), and a quantity of dry ice. Place 
the paint in the can and then drop the dry ice in. Quicky place 
the top on and then run like hell! With some testing you can time 
this to a science. It depends on the ratio of dry ice to paint to 
the size of the can to how full it is. If you are really pissed 
off at someone, you could place it on their doorstep, knock on the 
door, and then run!! Paint will fly all over the place HAHAHA!!
                                        -Jolly Roger-




Ways to send a car to Hell            by The Jolly Roger

There are 1001 ways to destroy a car but I am going to cover only
the ones that are the most fun (for you), the most destructive
(for them), and the hardest to trace (for the cops).

- Place thermite on the hood, light it, and watch it burn all the
way through the pavement!

- Tape a CO2 bomb to the hood, axel, gas tank, wheel, muffler,
etc.)

- Put a tampon, dirt, sugar (this one is good!), a ping pong ball,
or just about anything that will dissolve in the gas tank.
Plastic deforms and dilutes into gas.  The final result is much
harder to inject into the engine, possibly causing valve replacement.


- Put potatoes, rocks, banannas, or anything that will fit, into
the tailpipe. Use a broom handle to stuff 'em up into the
tailpipe.

- Put a long rag into the gas tank and light it...

- Steal a key, copy it, replace it, and then steal the stereo.

- Break into the car. Cut a thin metal ruler into a shape like
this:
             ÚÄÄ¿       (Revised ill. 4.14)
             ³  ³
             ³  ³
             ³  ³
             ³  ³
             ³ ÚÙ
             ³ À¿
             ÀÄÄÙ
